time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/clip_range,train/policy_gradient_loss,train/std,train/explained_variance,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/n_updates,train/approx_kl
161,1,4096,25,,,,,,,,,,,
323,2,8192,25,0.2,0.010249835846479982,1.0966300964355469,-0.00025844573974609375,0.5513688921928406,5.815665359795093,0.1987060546875,0.0003,-5.915219601243734,10,0.034155734
482,3,12288,25,0.2,0.0029319691500859337,1.1869958639144897,-0.00012373924255371094,5.764563083648682,11.804862397909165,0.0887451171875,0.0003,-6.1935039542615415,20,0.023315795
646,4,16384,25,0.2,0.003853607445489615,1.2635916471481323,1.4126300811767578e-05,4.387272834777832,17.44663951098919,0.0542236328125,0.0003,-6.474841553717852,30,0.014490649
805,5,20480,25,0.2,0.0026047391424071976,1.3469791412353516,-0.0004349946975708008,15.520124435424805,24.525239904224872,0.0718994140625,0.0003,-6.741211354732513,40,0.016707517
