time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/clip_range,train/policy_gradient_loss,train/std,train/explained_variance,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/n_updates,train/approx_kl
159,1,4096,25,,,,,,,,,,,
316,2,8192,25,0.2,0.007991593712358736,1.0960545539855957,0.0005698800086975098,0.632512092590332,5.537888552062213,0.1991455078125,0.0003,-5.911332952231168,10,0.032014303
475,3,12288,25,0.2,0.004372309135214891,1.177229881286621,-0.000536799430847168,2.2925424575805664,10.862793622910976,0.0684814453125,0.0003,-6.177522967755794,20,0.017817702
638,4,16384,25,0.2,0.0015763561976200435,1.2670419216156006,0.0015125870704650879,7.608785152435303,17.65472417920828,0.0729736328125,0.0003,-6.4684660792350765,30,0.01890931
797,5,20480,25,0.2,0.00412251825327985,1.3422162532806396,-2.288818359375e-05,10.341019630432129,23.79975715726614,0.053173828125,0.0003,-6.742087243497371,40,0.012797734
