rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/std,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates
6.826666666666667,512,1,0,639,3.619641733333333,,,,,,,,,,,
6.84,1024,2,0,1356,3.5850195200000003,1.010095477104187,-5.698574784398079,-0.028484914102591574,0.211328125,0.0003,0.2,0.477037638425827,-0.023349404335021973,2.9643900647759436,0.014170421,10
6.96,1536,3,0,2113,3.692443779999999,1.0241804122924805,-5.745478230714798,-0.024310738709755243,0.1849609375,0.0003,0.2,0.8129115104675293,-0.11070358753204346,3.000492829084396,0.011192625,20
7.25,2048,4,0,2840,3.86372342,1.023728847503662,-5.772783359885215,-0.02871688361046836,0.2380859375,0.0003,0.2,1.4630202054977417,-0.030785441398620605,2.891947215050459,0.016111948,30
