rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/std,train/learning_rate,train/explained_variance,train/entropy_loss,train/value_loss,train/policy_loss,train/n_updates
4.12,1,42,-0.7137277126312256,5376,3756,1.000848412513733,0.001,-0.02975928783416748,-22.711423873901367,0.11593645066022873,-2.634878158569336,41
4.14,1,43,-0.7096044421195984,5504,3863,1.000835657119751,0.001,-0.09565651416778564,-22.712678909301758,0.14072324335575104,0.5110834836959839,42
4.2,1,44,-0.7181777358055115,5632,3971,1.001085638999939,0.001,0.010364949703216553,-22.712379455566406,0.16617973148822784,-1.072005271911621,43
4.13,1,45,-0.699624240398407,5760,4073,1.0012404918670654,0.001,-0.12555968761444092,-22.71636199951172,0.08966872096061707,2.1126651763916016,44
4.32,1,46,-0.7483565807342529,5888,4165,1.0010353326797485,0.001,-0.07438039779663086,-22.71875762939453,0.1083901897072792,-1.7850972414016724,45
4.43,1,47,-0.7647663354873657,6016,4258,1.0008294582366943,0.001,-0.07367193698883057,-22.715499877929688,0.1592569798231125,-1.5902321338653564,46
4.59,1,48,-0.8062756061553955,6144,4365,1.0002144575119019,0.001,-0.14728081226348877,-22.71202850341797,0.15527142584323883,0.04279769957065582,47
4.5,1,49,-0.7793702483177185,6272,4472,1.0004267692565918,0.001,0.012223422527313232,-22.702150344848633,0.07842898368835449,0.8576866984367371,48
4.36,1,50,-0.7536067366600037,6400,4572,0.9993689060211182,0.001,0.11058437824249268,-22.705402374267578,0.10059459507465363,-0.5385162830352783,49
4.25,1,51,-0.7292197346687317,6528,4677,0.9990642070770264,0.001,0.023218154907226562,-22.688701629638672,0.1816202998161316,-2.364086627960205,50
4.39,1,52,-0.760111927986145,6656,4767,0.9987143874168396,0.001,-0.04163467884063721,-22.68377685546875,0.12784838676452637,3.6045455932617188,51
4.29,1,53,-0.7447173595428467,6784,4857,0.9986133575439453,0.001,0.015716552734375,-22.678199768066406,0.10785965621471405,-3.219235420227051,52
4.46,1,54,-0.7822286486625671,6912,4950,0.9984569549560547,0.001,-0.015374541282653809,-22.67656135559082,0.11332765966653824,2.5189623832702637,53
4.3,1,55,-0.7460198998451233,7040,5056,0.9981858730316162,0.001,0.012184560298919678,-22.673954010009766,0.10761360079050064,-1.1889184713363647,54
3.95,1,56,-0.6816867589950562,7168,5165,0.9986178874969482,0.001,-0.06138885021209717,-22.66969108581543,0.10714267194271088,1.964562177658081,55
3.84,1,57,-0.6605546474456787,7296,5270,0.9985413551330566,0.001,-0.04509735107421875,-22.676496505737305,0.047578129917383194,0.8470548391342163,56
3.95,1,58,-0.6879705190658569,7424,5369,0.9990168213844299,0.001,0.08585619926452637,-22.675458908081055,0.06291286647319794,-1.1390680074691772,57
4.05,1,59,-0.713310956954956,7552,5469,0.9988912343978882,0.001,-0.15685462951660156,-22.683334350585938,0.1066715270280838,0.36185601353645325,58
3.98,1,60,-0.6977455019950867,7680,5573,0.9986368417739868,0.001,-0.005066990852355957,-22.681259155273438,0.04959336668252945,-0.016500845551490784,59
3.89,1,61,-0.6831830739974976,7808,5681,0.9988014101982117,0.001,-0.013506770133972168,-22.677371978759766,0.04872249439358711,0.0089949369430542,60
3.85,1,62,-0.6710596680641174,7936,5787,0.998836874961853,0.001,-0.12256979942321777,-22.680011749267578,0.07519304007291794,-0.31204846501350403,61
3.87,1,63,-0.6624954342842102,8064,5892,0.9988862872123718,0.001,0.03805273771286011,-22.68061637878418,0.07365307956933975,0.09042924642562866,62
3.83,1,64,-0.6518405079841614,8192,5995,0.998672366142273,0.001,0.06949764490127563,-22.68158721923828,0.06700301170349121,0.02248271182179451,63
3.88,1,65,-0.6591898202896118,8320,6095,0.9992185235023499,0.001,0.026845097541809082,-22.67784309387207,0.07327202707529068,-0.433978408575058,64
3.77,1,66,-0.6492675542831421,8448,6218,0.9998108148574829,0.001,-0.020006656646728516,-22.686479568481445,0.06972551345825195,-0.5799858570098877,65
3.67,1,67,-0.6309456825256348,8576,6327,0.999746561050415,0.001,0.17879676818847656,-22.696062088012695,0.05174824967980385,2.260859489440918,66
3.51,1,68,-0.6003736257553101,8704,6448,1.0000064373016357,0.001,-0.011837124824523926,-22.695011138916016,0.06871923804283142,-1.6586341857910156,67
3.47,1,69,-0.5853260159492493,8832,6564,1.000150203704834,0.001,0.004853546619415283,-22.699085235595703,0.04438616707921028,1.6104577779769897,68
3.67,1,70,-0.621324360370636,8960,6670,1.0006632804870605,0.001,0.05313462018966675,-22.70142364501953,0.04864507168531418,-1.5703964233398438,69
3.61,1,71,-0.6064006686210632,9088,6781,1.0007520914077759,0.001,0.08185583353042603,-22.709678649902344,0.08878310024738312,0.09319606423377991,70
3.68,1,72,-0.6305146217346191,9216,6892,1.0009219646453857,0.001,-0.08745729923248291,-22.71107292175293,0.05539868772029877,0.12167555838823318,71
3.71,1,73,-0.6378770470619202,9344,6998,1.0003072023391724,0.001,-0.0018000602722167969,-22.71369743347168,0.062003202736377716,-0.6291447281837463,72
3.96,1,74,-0.6882858276367188,9472,7090,1.0000022649765015,0.001,0.0771074891090393,-22.703718185424805,0.0851723700761795,-0.28345024585723877,73
4.01,1,75,-0.6924085021018982,9600,7198,0.9998379945755005,0.001,0.05564463138580322,-22.69869613647461,0.10965713858604431,-1.2855627536773682,74
3.99,1,76,-0.688214898109436,9728,7305,1.0000641345977783,0.001,0.005949735641479492,-22.696073532104492,0.09911982715129852,1.6067297458648682,75
3.99,1,77,-0.6863783001899719,9856,7403,1.0001994371414185,0.001,-0.004826664924621582,-22.699567794799805,0.07154527306556702,-1.505603551864624,76
4.04,1,78,-0.7046360969543457,9984,7502,1.000300407409668,0.001,0.011644363403320312,-22.701555252075195,0.08716992288827896,0.15190021693706512,77
3.89,1,79,-0.6696050763130188,10112,7621,1.0000282526016235,0.001,0.0861504077911377,-22.703065872192383,0.05693865194916725,0.9346498250961304,78
